question,question_sub,answer,answer_sub,ef_factor,category_id,created_at,modified_at
plant,,(명) 식물 | (명) 공장,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
province,,"(명) 주, 지방 | (명) (책임이나 업무의) 분야",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
decade,,(명) 10년,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
appreciate,,(동) 감사하다 | (동) 진가를 알아보다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
dental,,"(형) 치과의, 치아의 | (형) 치과용의",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
patronage,,"(명) 후원, 지원 | (명) 단골, 고객",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
venue,,(명) 행사 장소 | (명) 법정 관할지,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
book,,(명) 책 | (동) 예약하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
mechanic,,"(명) 기계공, 정비공 | (명) 기술, 방법",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
fold,,(동) 접다 (동) 사업이나 활동을 중단하 다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
achievement,,"(명) 성취, 달성",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
supplier,,"(명) 공급자, 공급업체",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
conductor,,(명) 지휘자 | (명) 전도체,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
appointment,,"(명) 약속, 예약 | (명) 임명, 지명",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
contribution,,"(명) 기여, 공헌 | (명) 기부금",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
certain,,(형) 특정한 (형) 확신하는,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
personally,,(부) 개인적으로 | (부) 직접적으로,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
leave,,(동) 떠나다 | (동) 남기다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
attachment,,"(명) 첨부 파일 | (명) 애착, 정서적 유대",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
hand,,(명) 손 | (명) 도움,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
postpone,,"(동) 연기하다, 미루다 | (동) 차일피일 미루다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
regularly,,(부) 정기적으로,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
addition,,"(명) 추가, 덧셈 | (명) 부가물, 추가 부분",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
flier,,(명) 광고 전단지 | (명) 항공편 승객,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
inefficient,,(형) 비효율적인,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
avoid,,(동) 피하다 | (동) 회피하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
stand,,"(동) 서다 | (동) 견디다, 참다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
entertainment,,"(명) 오락, 여흥 | (명) 연예, 공연",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
tournament,,"(명) 대회, 토너먼트 | (명) 시합",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
pack,,(동) 짐을 싸다 | (동) 포장하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
reduced,,"(형) 감소된, 축소된 | (형) 할인된",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
retailer,,"(명) 소매업자, 소매점",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
directions,,(명) 지시 | (명) 길 안내,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
railing,,(명) 난간,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
belong,,"(동) 속하다 | (동) 어울리다, 적합하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
traditional,,(형) 전통적인 | (형) 구식의,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
electricity,,(명) 전기,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
injure,,"(동) 상처를 입히다, 부상 을 입히다 | (동) 해치다, 손상시키다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
patient,,"(명) 환자 | (형) 참을성 있는, 인내심 있 는",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
weed,,(명) 잡초 | (동) 잡초를 제거하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
patience,,(명) 인내심 | (명) 참을성,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
probably,,(부) 아마도,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
water,,(명) 물 | (동) 물을 주다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
save,,(동) 저축하다 | (동) 구하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
position,,"(명) 위치, 자리 | (명) 직위, 일자리",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
activate,,(동) 작동시키다 | (동) 활성화하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
alteration,,"(명) 변경, 수정",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
artifact,,"(명) 인공물, 유물 | (명) 인위적 산물, 부작용",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
assessment,,(명) 평가 | (명) 검토,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
flammable,,"(형) 가연성의, 불이 붙기 쉬운 | (명) 가연물",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
integral,,(형) 필수적인 | (형) 완전한,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
inaugural,,"(형) 취임의 | (형) 첫 번째의, 개시의",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
intensive,,"(형) 집중적인 | (형) 강한, 강력한",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
statistics,,"(명) 통계, 통계 자료 | (명) 통계학",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
overwhelming,,"(형) 압도적인, 강력한 | (형) 극도의, 극심한",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
void,,(명) 빈 공간 | (형) 무효의,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
tactic,,"(명) 전술, 전략, 방법 | (명) 약삭빠르게 사용하는 수 단",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
heritage,,(명) 문화유산 | (명) 전통,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
discard,,"(동) 버리다 | (동) 없애다, 제거하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
disposable,,(형) 일회용의 | (명) 일회용품,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
chronicle,,"(명) 연대기, 기록 | (동) 기록하다, 연대순으로 이 야기하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
fundraising,,(명) 자금 모금 활동 | (명) 자금 조달,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
pertain,,(동) 관련되다 | (동) 적용되다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
consideration,,(명) 고려 | (명) 배려,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
distributed,,"(형) 분배된, 배포된 | (형) 퍼진, 흩어진",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
loss,,"(명) 손실 | (명) 감량, 감소",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
experience,,(명) 경험 | (동) 경험하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
local,,"(형) 특정 지역의, 현지의 | (명) 지역 주민",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
predict,,(동) 예측하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
regarding,,(전) 무엇에 관하여,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
accordingly,,"(명) 합의, 일치 | (동) 부여하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
limited,,"(형) 제한된, 한정된 | (형) 부족한, 충분하지 않은",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
expiration,,(명) 만료 | (명) 종료,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
automated,,(형) 자동화된 | (형) 자동으로 작동하는,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
enclosed,,(동) 둘러싸다 | (동) 동봉하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
accomplished,,"(형) 능숙한, 성취한",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
stable,,"(형) 안정된 | (형) 변하지 않는, 견고한",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
mutually,,(부) 상호 간에 | (부) 서로 간에,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
prescription,,(명) 처방전 | (명) 권장 사항,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
cancellation,,(명) 취소,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
price,,(명) 가격 | (동) 가격을 매기다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
carefully,,"(부) 주의 깊게, 신중하게 | (부) 세심하게",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
foremost,,"(형) 가장 중요한 | (형) 선두의, 일류의",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
generously,,"(부) 아낌없이, 관대하게",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
specialization,,(명) 전문화 | (명) 특수화,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
preparation,,"(명) 준비, 준비 작업 | (명) 대비, 대비책",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
transition,,"(명) 변화, 전환 | (동) 변천하다, 전환하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
productive,,"(형) 생산성이 높은 | (형) 결실이 있는, 유익한",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
unfavorable,,(형) 호의적이지 않은 | (형) 불리한,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
boardroom,,(명) 이사회 회의실 | (명) 고위 경영 회의 공간,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
ambitious,,(형) 야심 있는,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
enlarge,,(동) 크기를 확대하다 (동) 범위를 확장하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
apparent,,"(형) 명백한, 분명한 | (형) 겉보기의, 외관상",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
briefly,,(부) 잠시 동안 | (부) 간단히,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
regain,,(동) 되찾다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
duplication,,(명) 복제 | (명) 중복,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
paperwork,,(명) 서류 작업,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
unanimously,,(부) 만장일치로,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
general,,(형) 일반적인 | (형) 전체적인,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
usual,,"(형) 보통의, 평소의 | (형) 흔히 있는, 일상적인",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
advisor,,"(동) 기여하다, 공헌하다 | (동) (글이나 기사를) 기고하 다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
pretty,,"(형) 예쁜, 매력적인 | (부) 꽤, 상당히",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
suited,,"(형) 어울리거나 적합한 | (형) 준비된, 맞춰진",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
familiarity,,"(명) 친숙함, 잘 알고 있음 | (명) 친밀함",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
seek,,(동) 찾다 | (동) 추구하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
invite,,"(동) 초대하다, 요청하다 | (동) 권유하다, 초래하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
independently,,(부) 독립적으로 | (부) 자율적으로,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
diligent,,"(형) 근면한, 성실한",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
inexperienced,,"(형) 경험이 없는, 미숙한",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
leadership,,"(명) 지도력, 리더십",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
moderately,,(부) 적당히 | (부) 중간 정도로,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
customized,,"(형) 맞춤형의, 개인화된",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
preferential,,(형) 특혜의 | (형) 우선적인,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
effectiveness,,"(명) 효과적임, 효율성",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
inexpensive,,"(형) 저렴한, 비용이 낮은",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
sharply,,(부) 급격하게 | (부) 날카롭게,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
discreetly,,(부) 신중하게,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
periodic,,(형) 주기적인,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
exponentially,,(부) 기하급수적으로,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
outgoing,,"(형) 외향적인, 사교적인 | (형) 퇴임하는, 떠나는",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
welcome,,"(동) 환영하다 | (형) 환영받는, 반가운",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
support,,"(동) 지지하다, 지원하다 | (명) 지원",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
informal,,(형) 격식을 차리지 않는 | (형) 비공식적인,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
excellence,,"(명) 뛰어남, 탁월함",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
inspiring,,(형) 영감을 주는 | (형) 영감을 받은,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
acceptable,,(형) 받아들일 수 있는 | (형) 수용 가능한,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
amendment,,"(명) 수정, 변경 | (명) 개정(법률)",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
breakable,,(형) 파손되기 쉬운,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
trade,,"(명) 무역, 거래 | (동) 교환하다, 거래하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
descending,,"(형) 내려가는, 하향의 | (형) 내림차순의",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
fluctuation,,"(명) 변동, 오르내림",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
lure,,"(동) 유혹하다 | (명) 유혹, 매혹",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
perfectly,,(부) 완벽하게 | (부) 전적으로,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
utilities,,"(명) 공공서비스, 공과금 | (명) 유용성, 유틸리티",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
loyalty,,"(명) 충성, 헌신 | (명) 신뢰, 신의",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
individually,,(부) 개별적으로 | (부) 각각,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
shortcoming,,"(명) 결점, 단점",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
unrivaled,,(명) 숙박 시설,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
frozen,,(형) 얼린 | (형) 정지된,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
stay,,"(동) 머무르다, 체재하다 | (동) 계속하다, 유지하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
courtyard,,"(명) 안마당, 중정",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
tourist,,(명) 관광객 | (명) 여행객,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
canceled,,(형) 취소된 | (동) 취소하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
landmark,,"(명) 주요 지형지물 | (명) 중요한 사건, 이정표",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
frequent,,(동) 자주 방문하다 | (형) 빈번한,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
nightly,,"(형) 매일 밤의, 밤마다의 | (부) 매일 밤",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
holder,,"(명) 소지자, 보유자 | (명) 자, 받침대",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
resounding,,"(형) 울리는, 울려퍼지는 | (형) 압도적인, 확실한",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
worldwide,,(형) 세계적인 | (부) 전 세계적으로,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
theatrical,,"(형) 연극의, 연극적인",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
proudly,,(부) 자랑스럽게,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
theatergoer,,"(명) 연극 애호가, 관람객",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
appraise,,(동) 평가하다 | (동) 감정하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
discretionary,,(형) 자유 재량의,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
unease,,"(명) 불안, 걱정",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
located,,(형) 위치한 분사위치를 찾다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
distinctive,,"(형) 독특한, 다른 것들과 구별되는 | (형) 구별되는, 특유의",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
plumbing,,"(명) 배관 작업, 설비",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
daily,,(형) 매일의 | (부) 매일,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
coincide,,(동) 동시에 발생하다 | (동) 일치하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
improvement,,"(명) 개선, 향상 | (명) 개선된 것, 개량품",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
anecdote,,"(명) 짧은 이야기, 일화",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
enrollment,,"(명) 등록, 입학 | (명) 등록자 수",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
avid,,"(형) 열렬한, 열광적인",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
indoor,,(형) 실내의,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
critically,,(부) 비판적으로 | (부) 결정적으로,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
socialize,,(동) 사람들과 어울리다 | (동) 친화적인 환경을 조성하 다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
develop,,(동) 개발하다 | (동) 발달하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
culminate,,"(동) 최고조에 달하다 | (동) 끝이 나다, 마무리되다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
acclaimed,,"(형) 칭찬받는, 호평을 받 는",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
care,,"(명) 주의, 신경 씀 | (명) 돌봄, 관리",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
ergonomic,,(형) 인체공학적인,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
relaxed,,"(형) 긴장이 풀린, 편안한 | (형) 느긋한",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
notable,,"(형) 주목할 만한, 중요한 | (명) 유명인사, 저명한 사람",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
richly,,(부) 풍부하게 | (부) 충분히,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
strategically,,(부) 전략적으로,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
borrow,,(동) 빌리다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
appendix,,(명) 부록 | (명) 맹장,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
autobiography,,(명) 자서전,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
inaccuracy,,"(명) 부정확성, 오류 | (명) 불명확함",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
affiliation,,"(명) 소속, 연계",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
capability,,"(명) 능력, 역량",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
casually,,"(부) 비공식적으로, 편하게 | (부) 무심코, 우연히",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
inspection,,"(명) 검사, 점검 | (명) 사찰, 감찰",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
mental,,"(형) 정신의, 마음의",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
infectious,,(형) 전염성의 | (형) 전염력이 있는 (감정 등),,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
conservation,,"(명) 보존, 보호 | (명) 절약",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
splendor,,"(명) 화려함, 웅장함",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
ancient,,"(형) 고대의, 오래된 | (명) 고대인",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
flooding,,(명) 홍수,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
disappointed,,(형) 실망한,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
frustrated,,"(형) 좌절감을 느끼는 | (명) 좌절, 불만",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
breathtakingly,,"(부) 숨 막히게, 놀랍게도 | (형) 숨 막히는, 놀라운",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
delighted,,(형) 매우 기쁜 | (형) 즐거운,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
familiar,,"(형) 익숙한, 잘 알고 있는 | (형) 친숙한, 익숙한",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
uncomfortably,,(부) 불편하게,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
impressed,,(동) 깊은 인상을 주다 | (동) 감동을 주다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
convinced,,"(형) 확신한 | (형) 확신시키다, 설득시키다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
afraid,,"(형) 두려워하는, 겁내는 | (형) 걱정하는",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
bring,,(동) 가져오다 | (동) (사람을) 데려오다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
infrequently,,"(부) 드물게, 가끔 | (부) 빈번하지 않게",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
rectangular,,(형) 직사각형의 | (형) 직각의,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
substance,,"(명) 물질, 소재 | (명) 핵심, 요지",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
luxury,,"(명) 사치, 호화 | (형) 고급의, 사치스러운",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
story,,"(명) 이야기 | (명) 기사, 보도",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
fear,,"(명) 두려움, 공포 | (동) 두려워하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
element,,"(명) 요소, 구성 부분 | (명) 환경, 기분",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
solid,,"(형) 고체의, 단단한 | (형) 견고한, 신뢰할 수 있는",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
adjustable,,"(형) 조정 가능한, 변경 가 능한",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
trend,,"(명) 경향, 추세",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
activity,,(명) 활동 | (명) 업무,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
rage,,"(명) 분노 | (동) 격노하다, 격렬하게 지속 되다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
ultimate,,"(형) 최종의, 궁극적인 | (형) 최고(최상)의",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
tie,,(동) 묶다 | (동) 동점이 되다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
screw,,"(명) 나사, 나사못 | (동) 조이다, 고정하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
supervise,,(동) 감독하다 | (동) 지도하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
bound,,"(형) 묶인, 구속된 | (형) ~할 가능성이 있는, ~할 의무가 있는",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
plot,,"(명) 줄거리, 구성 | (명) 음모, 모의",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
distinction,,"(명) 차이점, 구별 | (명) 우수성, 영예",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
miserable,,"(형) 매우 불행한 | (형) 열악한, 비참한",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
practice,,"(명) 실행, 실습, 연습 | (명) 관습, 관례",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
prime,,"(형) 주요한, 최상의 | (명) 전성기",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
well-being,,"(명) 복지, 웰빙",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
obligation,,"(명) 의무, 책임 | (명) 채무, 채권",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
neglect,,"(동) 무시하다, 소홀히 하 다 | (명) 무시, 소홀",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
omit,,(동) 생략하다 | (동) 빠뜨리다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
modest,,(형) 겸손한 | (형) 적당한,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
affair,,"(명) 사건, 일 | (명) 연애관계",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
split,,"(동) 나누다 | (명) 분할, 불일치",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
conceal,,"(동) 숨기다, 감추다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
decent,,"(형) 괜찮은, 품질이 나쁘 지 않은 | (형) 적절한, 예의 바른",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
pace,,"(명) 속도 | (동) 천천히 걷다, 서성거리다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
insider,,(명) 내부자,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
sanction,,"(명) 제재, 처벌 | (동) 허가하다, 승인하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
circuit,,"(명) 회로 | (명) 순회, 둘레",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
